,Shabda,Varga
6921,vāhinī,kṣatriyavargaḥ
6922,pṛtanā,kṣatriyavargaḥ
6923,camū,kṣatriyavargaḥ
6924,anīkinī,kṣatriyavargaḥ
6925,akṣauhiṇī,kṣatriyavargaḥ
6926,sampad,kṣatriyavargaḥ
6927,sampatti,kṣatriyavargaḥ
6928,śrī,kṣatriyavargaḥ
6929,lakṣmī,kṣatriyavargaḥ
6930,vipatti,kṣatriyavargaḥ
6931,vipad,kṣatriyavargaḥ
6932,āpad,kṣatriyavargaḥ
6933,āyudha,kṣatriyavargaḥ
6934,praharaṇa,kṣatriyavargaḥ
6935,śastra,kṣatriyavargaḥ
6936,astra,kṣatriyavargaḥ
6937,dhanus,kṣatriyavargaḥ
6938,cāpa,kṣatriyavargaḥ
6939,dhanvan,kṣatriyavargaḥ
6940,śarāsana,kṣatriyavargaḥ
6941,kodaṇḍa,kṣatriyavargaḥ
6942,kārmuka,kṣatriyavargaḥ
6943,iṣvāsa,kṣatriyavargaḥ
6944,kālapṛṣṭha,kṣatriyavargaḥ
6945,gāṇḍīva,kṣatriyavargaḥ
6946,gāṇḍiva,kṣatriyavargaḥ
6947,koṭi,kṣatriyavargaḥ
6948,aṭanī,kṣatriyavargaḥ
6949,godhā,kṣatriyavargaḥ
6950,tala,kṣatriyavargaḥ
6951,lastaka,kṣatriyavargaḥ
6952,dhanurmadhya,kṣatriyavargaḥ
6953,morvī,kṣatriyavargaḥ
6954,jyā,kṣatriyavargaḥ
6955,śiñjinī,kṣatriyavargaḥ
6956,guṇa,kṣatriyavargaḥ
6957,pratyālīḍha,kṣatriyavargaḥ
6958,ālīḍha,kṣatriyavargaḥ
6959,lakṣa,kṣatriyavargaḥ
6960,lakṣya,kṣatriyavargaḥ
6961,śaravya,kṣatriyavargaḥ
6962,śarābhyāsa,kṣatriyavargaḥ
6963,upāsana,kṣatriyavargaḥ
6964,pṛṣatka,kṣatriyavargaḥ
6965,bāṇa,kṣatriyavargaḥ
6966,viśikha,kṣatriyavargaḥ
6967,ajihmaga,kṣatriyavargaḥ
6968,khaga,kṣatriyavargaḥ
6969,āśuga,kṣatriyavargaḥ
6970,kalamba,kṣatriyavargaḥ
6971,mārgaṇa,kṣatriyavargaḥ
6972,śara,kṣatriyavargaḥ
6973,patrin,kṣatriyavargaḥ
6974,ropa,kṣatriyavargaḥ
6975,iṣu,kṣatriyavargaḥ
6976,prakṣveḍana,kṣatriyavargaḥ
6977,nārāca,kṣatriyavargaḥ
6978,pakṣa,kṣatriyavargaḥ
6979,vāja,kṣatriyavargaḥ
6980,nirasta,kṣatriyavargaḥ
6981,digdha,kṣatriyavargaḥ
6982,liptaka,kṣatriyavargaḥ
6983,tūṇa,kṣatriyavargaḥ
6984,upāsaṅga,kṣatriyavargaḥ
6985,tūṇīra,kṣatriyavargaḥ
6986,niṣaṅga,kṣatriyavargaḥ
6987,iṣudhi,kṣatriyavargaḥ
6988,tūṇī,kṣatriyavargaḥ
6989,khaḍga,kṣatriyavargaḥ
6990,nistriṃśa,kṣatriyavargaḥ
6991,candrahāsa,kṣatriyavargaḥ
6992,asi,kṣatriyavargaḥ
6993,riṣṭi,kṣatriyavargaḥ
6994,kaukṣeyaka,kṣatriyavargaḥ
6995,maṇḍalāgra,kṣatriyavargaḥ
6996,karavāla,kṣatriyavargaḥ
6997,kṛpāṇa,kṣatriyavargaḥ
6998,tsaru,kṣatriyavargaḥ
6999,mekhalā,kṣatriyavargaḥ
7000,phalaka,kṣatriyavargaḥ
7001,phala,kṣatriyavargaḥ
7002,carman,kṣatriyavargaḥ
7003,saṅgrāha,kṣatriyavargaḥ
7004,drughaṇa,kṣatriyavargaḥ
7005,mudgara,kṣatriyavargaḥ
7006,ghana,kṣatriyavargaḥ
7007,īlī,kṣatriyavargaḥ
7008,karavālikā,kṣatriyavargaḥ
7009,bhindipāla,kṣatriyavargaḥ
7010,sṛga,kṣatriyavargaḥ
7011,parigha,kṣatriyavargaḥ
7012,parighātana,kṣatriyavargaḥ
7013,kuṭhāra,kṣatriyavargaḥ
7014,svadhiti,kṣatriyavargaḥ
7015,paraśu,kṣatriyavargaḥ
7016,paraśvadha,kṣatriyavargaḥ
7017,śastrī,kṣatriyavargaḥ
7018,asiputrī,kṣatriyavargaḥ
7019,churikā,kṣatriyavargaḥ
7020,asidhenukā,kṣatriyavargaḥ
7021,śalya,kṣatriyavargaḥ
7022,śaṅku,kṣatriyavargaḥ
7023,sarvalā,kṣatriyavargaḥ
7024,tomara,kṣatriyavargaḥ
7025,prāsa,kṣatriyavargaḥ
7026,kunta,kṣatriyavargaḥ
7027,koṇa,kṣatriyavargaḥ
7028,pālī,kṣatriyavargaḥ
7029,aśri,kṣatriyavargaḥ
7030,koṭi,kṣatriyavargaḥ
7031,sarvābhisāra,kṣatriyavargaḥ
7032,sarvaugha,kṣatriyavargaḥ
7033,sarvasannahana,kṣatriyavargaḥ
7034,lohābhihāra,kṣatriyavargaḥ
7035,abhiṣeṇana,kṣatriyavargaḥ
7036,yātrā,kṣatriyavargaḥ
7037,vrajyā,kṣatriyavargaḥ
7038,abhiniryāṇa,kṣatriyavargaḥ
7039,prasthāna,kṣatriyavargaḥ
7040,gamana,kṣatriyavargaḥ
7041,gama,kṣatriyavargaḥ
7042,āsāra,kṣatriyavargaḥ
7043,prasaraṇa,kṣatriyavargaḥ
7044,pracakra,kṣatriyavargaḥ
7045,calita,kṣatriyavargaḥ
7046,abhikrama,kṣatriyavargaḥ
7047,vaitālika,kṣatriyavargaḥ
7048,bodhakara,kṣatriyavargaḥ
7049,cākrika,kṣatriyavargaḥ
7050,ghāṇṭika,kṣatriyavargaḥ
7051,māgadha,kṣatriyavargaḥ
7052,magadha,kṣatriyavargaḥ
7053,vandin,kṣatriyavargaḥ
7054,stutipāṭhaka,kṣatriyavargaḥ
7055,saṃśaptaka,kṣatriyavargaḥ
7056,reṇu,kṣatriyavargaḥ
7057,dhūli,kṣatriyavargaḥ
7058,pāṃsu,kṣatriyavargaḥ
7059,rajas,kṣatriyavargaḥ
7060,cūrṇa,kṣatriyavargaḥ
7061,kṣoda,kṣatriyavargaḥ
7062,samutpiñja,kṣatriyavargaḥ
7063,piñjala,kṣatriyavargaḥ
7064,patākā,kṣatriyavargaḥ
7065,vaijayantī,kṣatriyavargaḥ
7066,ketana,kṣatriyavargaḥ
7067,dhvaja,kṣatriyavargaḥ
7068,vīrāśaṃsana,kṣatriyavargaḥ
7069,ahampūrvikā,kṣatriyavargaḥ
7070,āhopuruṣikā,kṣatriyavargaḥ
7071,ahamahamikā,kṣatriyavargaḥ
7072,draviṇa,kṣatriyavargaḥ
7073,taras,kṣatriyavargaḥ
7074,sahas,kṣatriyavargaḥ
7075,bala,kṣatriyavargaḥ
7076,śaurya,kṣatriyavargaḥ
7077,sthāman,kṣatriyavargaḥ
7078,śuṣma,kṣatriyavargaḥ
7079,śakti,kṣatriyavargaḥ
7080,parākrama,kṣatriyavargaḥ
7081,prāṇa,kṣatriyavargaḥ
7082,vikrama,kṣatriyavargaḥ
7083,atiśaktitā,kṣatriyavargaḥ
7084,vīrapāṇa,kṣatriyavargaḥ
7085,yuddha,kṣatriyavargaḥ
7086,āyodhana,kṣatriyavargaḥ
7087,janya,kṣatriyavargaḥ
7088,pradhana,kṣatriyavargaḥ
7089,pravidāraṇa,kṣatriyavargaḥ
7090,mṛdha,kṣatriyavargaḥ
7091,āskandana,kṣatriyavargaḥ
7092,saṅkhya,kṣatriyavargaḥ
7093,samīka,kṣatriyavargaḥ
7094,sāmparāyika,kṣatriyavargaḥ
7095,samara,kṣatriyavargaḥ
7096,anīka,kṣatriyavargaḥ
7097,raṇa,kṣatriyavargaḥ
7098,kalaha,kṣatriyavargaḥ
7099,vigraha,kṣatriyavargaḥ
7100,samprahāra,kṣatriyavargaḥ
7101,abhisampāta,kṣatriyavargaḥ
7102,kali,kṣatriyavargaḥ
7103,saṃsphoṭa,kṣatriyavargaḥ
7104,saṃyuga,kṣatriyavargaḥ
7105,abhyāmarda,kṣatriyavargaḥ
7106,samāghāta,kṣatriyavargaḥ
7107,saṅgrāma,kṣatriyavargaḥ
7108,abhyāgama,kṣatriyavargaḥ
7109,āhava,kṣatriyavargaḥ
7110,samudāya,kṣatriyavargaḥ
7111,saṃyat,kṣatriyavargaḥ
7112,samiti,kṣatriyavargaḥ
7113,āji,kṣatriyavargaḥ
7114,samit,kṣatriyavargaḥ
7115,yudh,kṣatriyavargaḥ
7116,niyuddha,kṣatriyavargaḥ
7117,bāhuyuddha,kṣatriyavargaḥ
7118,tumula,kṣatriyavargaḥ
7119,raṇasaṅkula,kṣatriyavargaḥ
7120,kṣveḍā,kṣatriyavargaḥ
7121,siṃhanāda,kṣatriyavargaḥ
7122,ghaṭanā,kṣatriyavargaḥ
7123,ghaṭā,kṣatriyavargaḥ
7124,krandana,kṣatriyavargaḥ
7125,yodhasaṃrāva,kṣatriyavargaḥ
7126,bṛṃhita,kṣatriyavargaḥ
7127,karigarjita,kṣatriyavargaḥ
7128,visphāra,kṣatriyavargaḥ
7129,paṭaha,kṣatriyavargaḥ
7130,āḍambara,kṣatriyavargaḥ
7131,prasabha,kṣatriyavargaḥ
7132,balātkāra,kṣatriyavargaḥ
7133,haṭha,kṣatriyavargaḥ
7134,skhalita,kṣatriyavargaḥ
7135,chala,kṣatriyavargaḥ
7136,ajanya,kṣatriyavargaḥ
7137,utpāta,kṣatriyavargaḥ
7138,upasarga,kṣatriyavargaḥ
7139,mūrchā,kṣatriyavargaḥ
7140,kaśmala,kṣatriyavargaḥ
7141,moha,kṣatriyavargaḥ
7142,avamarda,kṣatriyavargaḥ
7143,pīḍana,kṣatriyavargaḥ
7144,abhyavaskandana,kṣatriyavargaḥ
7145,abhyāsādana,kṣatriyavargaḥ
7146,vijaya,kṣatriyavargaḥ
7147,jaya,kṣatriyavargaḥ
7148,vairaśuddhi,kṣatriyavargaḥ
7149,pratīkāra,kṣatriyavargaḥ
7150,vairaniryātana,kṣatriyavargaḥ
7151,pradrāva,kṣatriyavargaḥ
7152,uddrāva,kṣatriyavargaḥ
7153,sandrāva,kṣatriyavargaḥ
7154,sandāva,kṣatriyavargaḥ
7155,vidrava,kṣatriyavargaḥ
7156,drava,kṣatriyavargaḥ
7157,apakrama,kṣatriyavargaḥ
7158,apayāna,kṣatriyavargaḥ
7159,bhaṅga,kṣatriyavargaḥ
7160,parājaya,kṣatriyavargaḥ
7161,parājita,kṣatriyavargaḥ
7162,parābhūta,kṣatriyavargaḥ
7163,naṣṭa,kṣatriyavargaḥ
7164,tirohita,kṣatriyavargaḥ
7165,pramāpaṇa,kṣatriyavargaḥ
7166,nibarhaṇa,kṣatriyavargaḥ
7167,nikāraṇa,kṣatriyavargaḥ
7168,viśāraṇa,kṣatriyavargaḥ
7169,pravāsana,kṣatriyavargaḥ
7170,parāsana,kṣatriyavargaḥ
7171,niṣūdana,kṣatriyavargaḥ
7172,nihiṃsana,kṣatriyavargaḥ
7173,nirvāsana,kṣatriyavargaḥ
7174,saṃjñapana,kṣatriyavargaḥ
7175,nirgranthana,kṣatriyavargaḥ
7176,apāsana,kṣatriyavargaḥ
7177,nistarhaṇa,kṣatriyavargaḥ
7178,nihanana,kṣatriyavargaḥ
7179,kṣaṇana,kṣatriyavargaḥ
7180,parivarjana,kṣatriyavargaḥ
7181,nirvāpaṇa,kṣatriyavargaḥ
7182,viśasana,kṣatriyavargaḥ
7183,māraṇa,kṣatriyavargaḥ
7184,pratighātana,kṣatriyavargaḥ
7185,udvāsana,kṣatriyavargaḥ
7186,pramathana,kṣatriyavargaḥ
7187,krathana,kṣatriyavargaḥ
7188,ujjāsana,kṣatriyavargaḥ
7189,ālambha,kṣatriyavargaḥ
7190,piñja,kṣatriyavargaḥ
7191,viśara,kṣatriyavargaḥ
7192,ghāta,kṣatriyavargaḥ
7193,unmātha,kṣatriyavargaḥ
7194,vadha,kṣatriyavargaḥ
7195,pañcatā,kṣatriyavargaḥ
7196,kāladharma,kṣatriyavargaḥ
7197,diṣṭānta,kṣatriyavargaḥ
7198,pralaya,kṣatriyavargaḥ
7199,atyaya,kṣatriyavargaḥ
7200,anta,kṣatriyavargaḥ
7201,nāśa,kṣatriyavargaḥ
7202,mṛtyu,kṣatriyavargaḥ
7203,maraṇa,kṣatriyavargaḥ
7204,nidhana,kṣatriyavargaḥ
7205,parāsu,kṣatriyavargaḥ
7206,prāptapañcatva,kṣatriyavargaḥ
7207,pareta,kṣatriyavargaḥ
7208,preta,kṣatriyavargaḥ
7209,saṃsthita,kṣatriyavargaḥ
7210,mṛta,kṣatriyavargaḥ
7211,pramīta,kṣatriyavargaḥ
7212,citā,kṣatriyavargaḥ
7213,cityā,kṣatriyavargaḥ
7214,citi,kṣatriyavargaḥ
7215,kabandha,kṣatriyavargaḥ
7216,śmaśāna,kṣatriyavargaḥ
7217,pitṛvana,kṣatriyavargaḥ
7218,kuṇapa,kṣatriyavargaḥ
7219,śava,kṣatriyavargaḥ
7220,pragraha,kṣatriyavargaḥ
7221,upagraha,kṣatriyavargaḥ
7222,vandī,kṣatriyavargaḥ
7223,kārā,kṣatriyavargaḥ
7224,bandhanālaya,kṣatriyavargaḥ
7225,asu,kṣatriyavargaḥ
7226,prāṇa,kṣatriyavargaḥ
7227,jīva,kṣatriyavargaḥ
7228,asudhāraṇa,kṣatriyavargaḥ
7229,āyus,kṣatriyavargaḥ
7230,jīvitakāla,kṣatriyavargaḥ
7231,jīvātu,kṣatriyavargaḥ
7232,jīvanauṣadha,kṣatriyavargaḥ
7233,ūravya,vaiśyavargaḥ
7234,ūruja,vaiśyavargaḥ
7235,arya,vaiśyavargaḥ
7236,vaiśya,vaiśyavargaḥ
7237,bhūmispṛś,vaiśyavargaḥ
7238,viś,vaiśyavargaḥ
7239,ājīva,vaiśyavargaḥ
7240,jīvikā,vaiśyavargaḥ
7241,vārtā,vaiśyavargaḥ
7242,vṛtti,vaiśyavargaḥ
7243,vartana,vaiśyavargaḥ
7244,jīvana,vaiśyavargaḥ
7245,kṛṣi,vaiśyavargaḥ
7246,pāśupālya,vaiśyavargaḥ
7247,vāṇijya,vaiśyavargaḥ
7248,sevā,vaiśyavargaḥ
7249,śvavṛtti,vaiśyavargaḥ
7250,anṛta,vaiśyavargaḥ
7251,kṛṣi,vaiśyavargaḥ
7252,uñchaśila,vaiśyavargaḥ
7253,ṛta,vaiśyavargaḥ
7254,mṛta,vaiśyavargaḥ
7255,amṛta,vaiśyavargaḥ
7256,satyānṛta,vaiśyavargaḥ
7257,vaṇigbhāva,vaiśyavargaḥ
7258,ṛṇa,vaiśyavargaḥ
7259,paryudañcana,vaiśyavargaḥ
7260,uddhāra,vaiśyavargaḥ
7261,arthaprayoga,vaiśyavargaḥ
7262,kusīda,vaiśyavargaḥ
7263,vṛddhijīvikā,vaiśyavargaḥ
7264,yācitaka,vaiśyavargaḥ
7265,āpamityaka,vaiśyavargaḥ
7266,uttamarṇa,vaiśyavargaḥ
7267,adhamarṇa,vaiśyavargaḥ
7268,kusīdika,vaiśyavargaḥ
7269,vārdhūṣika,vaiśyavargaḥ
7270,vṛddhyājīva,vaiśyavargaḥ
7271,vārdhuṣi,vaiśyavargaḥ
7272,kṣetrājīva,vaiśyavargaḥ
7273,karṣaka,vaiśyavargaḥ
7274,kṛṣaka,vaiśyavargaḥ
7275,kṛṣīvala,vaiśyavargaḥ
7276,vraiheya,vaiśyavargaḥ
7277,śāleya,vaiśyavargaḥ
7278,yavya,vaiśyavargaḥ
7279,yavakya,vaiśyavargaḥ
7280,ṣaṣṭikya,vaiśyavargaḥ
7281,tilya,vaiśyavargaḥ
7282,tailīna,vaiśyavargaḥ
7283,māṣya,vaiśyavargaḥ
7284,māṣīṇa,vaiśyavargaḥ
7285,umya,vaiśyavargaḥ
7286,aumīna,vaiśyavargaḥ
7287,aṇavya,vaiśyavargaḥ
7288,aṇavīna,vaiśyavargaḥ
7289,bhaṅgya,vaiśyavargaḥ
7290,bhāṅgīna,vaiśyavargaḥ
7291,maudgīna,vaiśyavargaḥ
7292,kaudravīṇa,vaiśyavargaḥ
7293,cāṇakīṇa,vaiśyavargaḥ
7294,gaudhumīṇa,vaiśyavargaḥ
7295,kālāyīṇa,vaiśyavargaḥ
7296,kaudumīṇa,vaiśyavargaḥ
7297,praiyaṅgavīṇa,vaiśyavargaḥ
7298,śākaśākaṭa,vaiśyavargaḥ
7299,śākaśākina,vaiśyavargaḥ
7300,bījākṛta,vaiśyavargaḥ
7301,uptakṛṣṭa,vaiśyavargaḥ
7302,sītya,vaiśyavargaḥ
7303,kṛṣṭa,vaiśyavargaḥ
7304,halyavat,vaiśyavargaḥ
7305,triguṇākṛta,vaiśyavargaḥ
7306,tṛtīyākṛta,vaiśyavargaḥ
7307,trihalya,vaiśyavargaḥ
7308,trisītya,vaiśyavargaḥ
7309,dviguṇākṛta,vaiśyavargaḥ
7310,dvitīyākṛta,vaiśyavargaḥ
7311,dvihalya,vaiśyavargaḥ
7312,dvisītya,vaiśyavargaḥ
7313,śambākṛta,vaiśyavargaḥ
7314,drauṇikā,vaiśyavargaḥ
7315,āḍhakika,vaiśyavargaḥ
7316,kauḍavika,vaiśyavargaḥ
7317,prāsthika,vaiśyavargaḥ
7318,khārīka,vaiśyavargaḥ
7319,vapra,vaiśyavargaḥ
7320,kedāra,vaiśyavargaḥ
7321,kṣetra,vaiśyavargaḥ
7322,kaidāraka,vaiśyavargaḥ
7323,kaidārya,vaiśyavargaḥ
7324,kṣaitra,vaiśyavargaḥ
7325,kaidārika,vaiśyavargaḥ
7326,loṣṭa,vaiśyavargaḥ
7327,leṣṭu,vaiśyavargaḥ
7328,koṭiśa,vaiśyavargaḥ
7329,loṣṭabhedana,vaiśyavargaḥ
7330,prājana,vaiśyavargaḥ
7331,todana,vaiśyavargaḥ
7332,totra,vaiśyavargaḥ
7333,khanitra,vaiśyavargaḥ
7334,avadāraṇa,vaiśyavargaḥ
7335,dātra,vaiśyavargaḥ
7336,lavitra,vaiśyavargaḥ
7337,ābandha,vaiśyavargaḥ
7338,yotra,vaiśyavargaḥ
7339,yoktra,vaiśyavargaḥ
7340,phala,vaiśyavargaḥ
7341,nirīśa,vaiśyavargaḥ
7342,kuṭaka,vaiśyavargaḥ
7343,phāla,vaiśyavargaḥ
7344,kṛṣika,vaiśyavargaḥ
7345,lāṅgala,vaiśyavargaḥ
7346,hala,vaiśyavargaḥ
7347,godāraṇa,vaiśyavargaḥ
7348,sīra,vaiśyavargaḥ
7349,śamyā,vaiśyavargaḥ
7350,yugakīlaka,vaiśyavargaḥ
7351,īśā,vaiśyavargaḥ
7352,lāṅgaladaṇḍa,vaiśyavargaḥ
7353,sītā,vaiśyavargaḥ
7354,lāṅgalapaddhati,vaiśyavargaḥ
7355,medhi,vaiśyavargaḥ
7356,khaledāru,vaiśyavargaḥ
7357,āśu,vaiśyavargaḥ
7358,vrīhi,vaiśyavargaḥ
7359,pāṭala,vaiśyavargaḥ
7360,śitaśūka,vaiśyavargaḥ
7361,yava,vaiśyavargaḥ
7362,tokma,vaiśyavargaḥ
7363,kalāya,vaiśyavargaḥ
7364,satīnaka,vaiśyavargaḥ
7365,hareṇu,vaiśyavargaḥ
7366,khaṇḍika,vaiśyavargaḥ
7367,koradūṣa,vaiśyavargaḥ
7368,kodrava,vaiśyavargaḥ
7369,maṅgalyaka,vaiśyavargaḥ
7370,masūra,vaiśyavargaḥ
7371,makuṣṭhaka,vaiśyavargaḥ
7372,mayuṣṭhaka,vaiśyavargaḥ
7373,vanamudga,vaiśyavargaḥ
7374,sarṣapa,vaiśyavargaḥ
7375,tantubha,vaiśyavargaḥ
7376,kadambaka,vaiśyavargaḥ
7377,siddhārtha,vaiśyavargaḥ
7378,godhūma,vaiśyavargaḥ
7379,sumana,vaiśyavargaḥ
7380,yāvaka,vaiśyavargaḥ
7381,kulmāṣa,vaiśyavargaḥ
7382,caṇaka,vaiśyavargaḥ
7383,harimanthaka,vaiśyavargaḥ
7384,tilapeja,vaiśyavargaḥ
7385,tilapiñja,vaiśyavargaḥ
7386,kṣava,vaiśyavargaḥ
7387,kṣudhābhijanana,vaiśyavargaḥ
7388,rājikā,vaiśyavargaḥ
7389,kṛṣṇikā,vaiśyavargaḥ
7390,āsurī,vaiśyavargaḥ
7391,kaṅgu,vaiśyavargaḥ
7392,priyaṅgu,vaiśyavargaḥ
7393,atasī,vaiśyavargaḥ
7394,umā,vaiśyavargaḥ
7395,kṣumā,vaiśyavargaḥ
7396,mātulānī,vaiśyavargaḥ
7397,bhaṅgā,vaiśyavargaḥ
7398,aṇu,vaiśyavargaḥ
7399,kiṃśāru,vaiśyavargaḥ
7400,sasyaśūka,vaiśyavargaḥ
7401,kaṇiśa,vaiśyavargaḥ
7402,sasyamañjarī,vaiśyavargaḥ
7403,dhānya,vaiśyavargaḥ
7404,vrīhi,vaiśyavargaḥ
7405,stambakari,vaiśyavargaḥ
7406,stamba,vaiśyavargaḥ
7407,guccha,vaiśyavargaḥ
7408,nāḍī,vaiśyavargaḥ
7409,nāla,vaiśyavargaḥ
7410,palāla,vaiśyavargaḥ
7411,kaḍaṅgara,vaiśyavargaḥ
7412,busa,vaiśyavargaḥ
7413,dhānyatvac,vaiśyavargaḥ
7414,tuṣa,vaiśyavargaḥ
7415,śūka,vaiśyavargaḥ
7416,śamī,vaiśyavargaḥ
7417,śimbā,vaiśyavargaḥ
7418,ṛddha,vaiśyavargaḥ
7419,āvasita,vaiśyavargaḥ
7420,pūta,vaiśyavargaḥ
7421,bahulīkṛta,vaiśyavargaḥ
7422,śamīdhānya,vaiśyavargaḥ
7423,śūkadhānya,vaiśyavargaḥ
7424,śāli,vaiśyavargaḥ
7425,tṛṇadhānya,vaiśyavargaḥ
7426,nīvāra,vaiśyavargaḥ
7427,gavedhu,vaiśyavargaḥ
7428,gavedhukā,vaiśyavargaḥ
7429,ayogra,vaiśyavargaḥ
7430,musala,vaiśyavargaḥ
7431,udūkhala,vaiśyavargaḥ
7432,ulūkhala,vaiśyavargaḥ
7433,prasphoṭana,vaiśyavargaḥ
7434,śūrpa,vaiśyavargaḥ
7435,cālanī,vaiśyavargaḥ
7436,titaü,vaiśyavargaḥ
7437,syūta,vaiśyavargaḥ
7438,praseva,vaiśyavargaḥ
7439,kaṇḍola,vaiśyavargaḥ
7440,piṭa,vaiśyavargaḥ
7441,kaṭa,vaiśyavargaḥ
7442,kiliñjaka,vaiśyavargaḥ
7443,rasavatī,vaiśyavargaḥ
7444,pākasthāna,vaiśyavargaḥ
7445,mahānasa,vaiśyavargaḥ
7446,paurogava,vaiśyavargaḥ
7447,sūpakāra,vaiśyavargaḥ
7448,ballava,vaiśyavargaḥ
7449,ārālika,vaiśyavargaḥ
7450,āndhasika,vaiśyavargaḥ
7451,sūdā,vaiśyavargaḥ
7452,audanika,vaiśyavargaḥ
7453,guṇa,vaiśyavargaḥ
7454,āpūpika,vaiśyavargaḥ
7455,kāndavika,vaiśyavargaḥ
7456,bhakṣyakāra,vaiśyavargaḥ
7457,aśmanta,vaiśyavargaḥ
7458,uddhāna,vaiśyavargaḥ
7459,adhiśrayaṇī,vaiśyavargaḥ
7460,cullī,vaiśyavargaḥ
7461,antikā,vaiśyavargaḥ
7462,aṅgāradhānikā,vaiśyavargaḥ
7463,aṅgāraśakaṭī,vaiśyavargaḥ
7464,hasantī,vaiśyavargaḥ
7465,hasanī,vaiśyavargaḥ
7466,aṅgāra,vaiśyavargaḥ
7467,alāta,vaiśyavargaḥ
7468,ulmuka,vaiśyavargaḥ
7469,ambarīṣa,vaiśyavargaḥ
7470,bhrāṣṭra,vaiśyavargaḥ
7471,kandu,vaiśyavargaḥ
7472,svedanī,vaiśyavargaḥ
7473,aliñjara,vaiśyavargaḥ
7474,maṇika,vaiśyavargaḥ
7475,karkarī,vaiśyavargaḥ
7476,ālu,vaiśyavargaḥ
7477,galantikā,vaiśyavargaḥ
7478,piṭhara,vaiśyavargaḥ
7479,sthālī,vaiśyavargaḥ
7480,ukhā,vaiśyavargaḥ
7481,kuṇḍa,vaiśyavargaḥ
7482,kalaśa,vaiśyavargaḥ
7483,ghaṭa,vaiśyavargaḥ
7484,kuṭa,vaiśyavargaḥ
7485,nipa,vaiśyavargaḥ
7486,śarāva,vaiśyavargaḥ
7487,vardhamānaka,vaiśyavargaḥ
7488,ṛjīṣa,vaiśyavargaḥ
7489,piṣṭapacana,vaiśyavargaḥ
7490,kaṃsa,vaiśyavargaḥ
7491,pānabhājana,vaiśyavargaḥ
7492,kutū,vaiśyavargaḥ
7493,kṛtti,vaiśyavargaḥ
7494,kutupa,vaiśyavargaḥ
7495,āvapana,vaiśyavargaḥ
7496,bhāṇḍa,vaiśyavargaḥ
7497,pātra,vaiśyavargaḥ
7498,amatra,vaiśyavargaḥ
7499,bhājana,vaiśyavargaḥ
7500,darvi,vaiśyavargaḥ
7501,kambi,vaiśyavargaḥ
7502,khajākā,vaiśyavargaḥ
7503,tardū,vaiśyavargaḥ
7504,dāruhastaka,vaiśyavargaḥ
7505,śāka,vaiśyavargaḥ
7506,haritaka,vaiśyavargaḥ
7507,śigru,vaiśyavargaḥ
7508,kalamba,vaiśyavargaḥ
7509,kaḍamba,vaiśyavargaḥ
7510,veṣavāra,vaiśyavargaḥ
7511,upaskara,vaiśyavargaḥ
7512,tintiḍīka,vaiśyavargaḥ
7513,cukra,vaiśyavargaḥ
7514,vṛkṣāmla,vaiśyavargaḥ
7515,vellaja,vaiśyavargaḥ
7516,marīca,vaiśyavargaḥ
7517,kolaka,vaiśyavargaḥ
7518,kṛṣṇa,vaiśyavargaḥ
7519,auṣaṇa,vaiśyavargaḥ
7520,dharmapattana,vaiśyavargaḥ
7521,jīraka,vaiśyavargaḥ
7522,jaraṇa,vaiśyavargaḥ
7523,ajājī,vaiśyavargaḥ
7524,kaṇā,vaiśyavargaḥ
7525,suṣavī,vaiśyavargaḥ
7526,kāravī,vaiśyavargaḥ
7527,pṛthvī,vaiśyavargaḥ
7528,pṛthu,vaiśyavargaḥ
7529,kālā,vaiśyavargaḥ
7530,upakuṃñcikā,vaiśyavargaḥ
7531,ārdraka,vaiśyavargaḥ
7532,śṛṅgabera,vaiśyavargaḥ
7533,chatrā,vaiśyavargaḥ
7534,vitunnaka,vaiśyavargaḥ
7535,kustumbaru,vaiśyavargaḥ
7536,dhānyāka,vaiśyavargaḥ
7537,śuṇṭhī,vaiśyavargaḥ
7538,mahauṣadha,vaiśyavargaḥ
7539,viśva,vaiśyavargaḥ
7540,nāgara,vaiśyavargaḥ
7541,viśvabheṣaja,vaiśyavargaḥ
7542,āranālaka,vaiśyavargaḥ
7543,sauvīra,vaiśyavargaḥ
7544,kulmāṣa,vaiśyavargaḥ
7545,abhiṣuta,vaiśyavargaḥ
7546,avantisoma,vaiśyavargaḥ
7547,dhānyāmla,vaiśyavargaḥ
7548,kuñjala,vaiśyavargaḥ
7549,kāñjika,vaiśyavargaḥ
7550,sahasravedhi,vaiśyavargaḥ
7551,jatuka,vaiśyavargaḥ
7552,balhīka,vaiśyavargaḥ
7553,hiṅgu,vaiśyavargaḥ
7554,rāmaṭha,vaiśyavargaḥ
7555,kāravī,vaiśyavargaḥ
7556,pṛthvī,vaiśyavargaḥ
7557,bāṣpikā,vaiśyavargaḥ
7558,kabarī,vaiśyavargaḥ
7559,pṛthu,vaiśyavargaḥ
7560,niśāhvā,vaiśyavargaḥ
7561,kāñcanī,vaiśyavargaḥ
7562,pītā,vaiśyavargaḥ
7563,haridrā,vaiśyavargaḥ
7564,varavarṇinī,vaiśyavargaḥ
7565,sāmudra,vaiśyavargaḥ
7566,lavaṇa,vaiśyavargaḥ
7567,akṣīva,vaiśyavargaḥ
